,embed1_1,embed1_2,embed1_3,embed1_4,embed1_5,embed1_6,embed1_7,embed1_8,embed1_9,embed1_10,embed1_11,embed1_12,embed1_13,embed1_14,embed1_15,embed1_16,embed1_17,embed1_18,embed1_19,embed1_20,embed1_21,embed1_22,embed1_23,embed1_24,embed1_25,embed1_26,embed1_27,embed1_28,embed1_29,embed1_30,embed1_31,embed1_32,embed1_33,embed1_34,embed1_35,embed1_36,embed1_37,embed1_38,embed1_39,embed1_40,embed1_41,embed1_42,embed1_43,embed1_44,embed1_45,embed1_46,embed1_47,embed1_48,embed1_49,embed1_50,embed1_51,embed1_52,embed1_53,embed1_54,embed1_55,embed1_56,embed1_57,embed1_58,embed1_59,embed1_60,embed1_61,embed1_62,embed1_63,embed1_64,flow_seq_score
dpd4_srb7,-0.08255494,0.07388311,-0.11338526,-0.971445,-0.038101375,-0.15246719,0.058327794,0.11410092,0.2786467,-0.20397016,0.1999125,0.13424902,-0.07625161,0.029325545,-0.18697023,-0.09758423,-0.8972484,0.037300598,0.38902304,-0.6452675,-0.06680081,0.23395178,-0.22212523,-0.29625455,0.03549552,-0.16095616,-0.1608834,0.08488256,0.20121825,-0.30364537,0.11302664,0.43382436,0.08584297,-0.060674183,0.7592937,-0.021933576,-0.3071514,0.14883628,0.003969724,-0.123804376,0.07978794,0.13190134,0.019146357,-0.085878424,-0.3167365,0.04932923,-0.9637927,-0.44591418,0.110357314,0.24532096,0.600743,0.028769217,-0.006069467,-0.109923415,0.13831794,0.021686062,0.021981815,-0.13797164,0.028976768,0.26669943,-0.16037253,-0.027080962,0.26788023,0.037402358,0.1766934823840417
arp9_swc5,-0.059964433,0.06708897,-0.15910497,-0.9497704,-0.040874448,-0.21982121,0.060034156,0.15141414,0.35402676,-0.2573727,0.124021105,0.12558077,-0.067814365,-0.027642798,-0.06110263,-0.08181187,-0.888814,0.04579951,0.311597,-0.674423,-0.10219333,0.27803722,-0.26853365,-0.27728444,0.05067101,-0.11009578,-0.10880908,0.1062589,0.24569443,-0.3372657,0.113360256,0.4016495,0.12339854,-0.07252599,0.63794327,0.03340395,-0.32015914,0.10286611,0.018550638,-0.13116351,0.05170529,0.14888872,-0.009441993,-0.043596152,-0.23149224,0.06342796,-0.9494044,-0.3535223,0.10481228,0.22787502,0.61006063,0.02029247,0.0024777944,-0.09392265,0.11291375,0.016682368,-0.04026117,-0.06701426,-0.0042007077,0.24496472,-0.19291118,-0.028395439,0.3897465,0.009722636,0.2666721051465591
bre2_swc5,-0.06703878,0.074070096,-0.14720719,-0.9673473,-0.043067466,-0.22345892,0.048015907,0.15710412,0.3220325,-0.2598645,0.13633202,0.11907918,-0.060263325,-0.081938885,-0.10614143,-0.058262825,-0.87693167,0.042818222,0.29803544,-0.72824323,-0.09752332,0.3056413,-0.23599234,-0.22043404,0.056936126,-0.108618565,-0.110306405,0.10622325,0.27256083,-0.3041011,0.11808025,0.38294274,0.12816206,-0.09412632,0.68794894,0.073342584,-0.28300977,0.0725806,0.012810585,-0.122618034,0.04833026,0.1363427,0.019653922,-0.060750797,-0.22867928,0.07216076,-0.9467711,-0.31840557,0.10253617,0.19718064,0.57200265,0.018028352,-0.00021490754,-0.08603194,0.12580529,0.018354679,-0.021021662,-0.024502706,0.0011539905,0.2186283,-0.1541497,-0.009528452,0.34276986,0.016665177,0.2802423592174003
gapdh_hat2,-0.044310432,0.10855235,-0.1270851,-0.919235,-0.008288894,-0.34511033,0.08661578,0.20986764,0.3887401,-0.30611718,0.114055656,0.16177393,-0.016386416,-0.0679041,-0.05927105,-0.05293717,-0.8681253,0.03692284,0.114045136,-0.6418995,-0.08150835,0.34769648,-0.4072937,-0.2624685,0.13181564,-0.06506046,-0.11609745,0.047252115,0.48095396,-0.47430962,0.1457938,0.34832677,0.24735832,-0.13261451,0.6680739,0.10737425,-0.24830405,0.03954781,0.064496264,-0.13150088,0.02770832,0.24389158,-0.02721423,0.032660946,-0.085204296,0.15947907,-0.89532274,-0.19757447,0.16103892,0.26980886,0.4083364,0.029087722,-0.014593574,-0.06633725,0.09521273,0.008031949,-0.035717186,-0.027919449,-0.0062881047,0.22549868,-0.18643896,-0.04793429,0.50515836,-0.030603563,0.2175589464330052
ada2_med7,-0.056308705,0.053875644,-0.12990184,-0.97805524,-0.04883133,-0.19515373,0.042574145,0.12506178,0.32345456,-0.19435376,0.14204915,0.113635235,-0.04503076,-0.04661393,-0.10422901,-0.062017936,-0.9235901,0.035182707,0.3420812,-0.7332769,-0.10113677,0.27418315,-0.21474643,-0.24612324,0.059435107,-0.10645241,-0.10635825,0.10740719,0.22464904,-0.29341966,0.10319271,0.37498584,0.11937892,-0.091976345,0.6817092,0.05579061,-0.33237752,0.09921346,0.0045143533,-0.12942596,0.053182594,0.10746868,0.0051322035,-0.016799554,-0.2565968,0.066739485,-0.94256675,-0.30464512,0.086982034,0.18184774,0.566061,0.014042704,-0.010203427,-0.093191944,0.12883781,0.024072336,-0.0069593797,-0.031028794,-0.011749875,0.20156455,-0.09584949,-0.024067327,0.3211041,0.011029716,0.6754289990305602
eaf3_snf11,-0.029988674,0.053151023,-0.13208543,-0.96437615,-0.033696923,-0.26923114,0.036281597,0.1248126,0.36172664,-0.23614816,0.114222765,0.08120075,-0.02654533,-0.02534622,-0.076890476,-0.08117903,-0.942179,0.030349353,0.28051403,-0.6890869,-0.09729861,0.2564092,-0.24468215,-0.24152128,0.05027069,-0.11460321,-0.11276767,0.09345117,0.1922175,-0.31400302,0.08980535,0.3918208,0.15171473,-0.0939816,0.6518406,0.019821305,-0.3645182,0.1081489,0.0063285846,-0.14539458,0.054632116,0.13351394,-0.0011999795,0.0153467255,-0.23871884,0.07628387,-0.94199485,-0.2674252,0.081559174,0.23087567,0.53067565,0.017963458,-0.013272511,-0.10429673,0.102115825,0.031193834,-0.011760968,-0.030543873,-0.016251015,0.16370074,-0.11860377,-0.03626875,0.38363358,-0.028519392,0.651319815159433
lge1_rpd3,-0.05502107,0.06786833,-0.146581,-0.96359605,-0.02688204,-0.40669006,0.041927185,0.15181227,0.34818333,-0.25305676,0.11556051,0.10524914,-0.036198396,-0.25962254,-0.17425619,-0.071528114,-0.91884345,0.039774984,0.33859438,-0.80097324,-0.10452693,0.2774602,-0.29182234,-0.18805529,0.08577421,-0.10141843,-0.07481406,0.11580006,0.33104128,-0.2711906,0.17827243,0.3420308,0.18383048,-0.11556174,0.66777605,0.07818596,-0.30743742,0.07189227,0.069601774,-0.10585137,0.06939821,0.13451141,0.016240913,-0.092789,-0.25943786,0.094311506,-0.9468168,-0.25073618,0.12878285,0.20483188,0.49387443,0.027819134,-0.012254043,-0.07692804,0.13804957,0.056049377,0.033728566,-0.0035017775,-0.021099703,0.14643693,-0.11878112,-0.017850881,0.361132,-0.049228035,0.5220331542511168
hat2_cdc36,-0.025231494,0.081067376,-0.13175496,-0.9569538,-0.033048343,-0.30420884,0.055277184,0.15399426,0.34339604,-0.23416553,0.11837184,0.12474231,-0.037222378,-0.034734804,-0.097032174,-0.05948945,-0.924407,0.040666007,0.21659416,-0.69371384,-0.08832254,0.29524556,-0.26266974,-0.22348276,0.08033138,-0.08355451,-0.084280826,0.09665155,0.3435228,-0.35669,0.1323499,0.33634803,0.15776949,-0.0693292,0.68731076,0.06829882,-0.32794836,0.07448359,0.041871723,-0.11953767,0.043830797,0.14336024,-0.038610943,0.017937783,-0.21972424,0.08348067,-0.9320525,-0.22800358,0.11678421,0.1936877,0.45314372,0.02496211,0.0004726162,-0.09329757,0.11136714,0.019028375,0.022091076,-0.02089387,-0.030176308,0.20790541,-0.1232524,-0.03947347,0.39641246,-0.008915686,0.34731180497517
hmt2_swd3,-0.05795999,0.08850689,-0.10379061,-0.93959856,-0.011961958,-0.26649484,0.07970013,0.18467598,0.3844412,-0.19815834,0.11971089,0.14794625,-0.03263626,-0.03051542,-0.051485527,-0.05557394,-0.9172698,0.033937365,0.1320652,-0.6702846,-0.1188031,0.3217418,-0.34244955,-0.28163573,0.13670711,-0.07061986,-0.078043,0.0982797,0.39419058,-0.40538207,0.15120433,0.29739827,0.19941083,-0.09503582,0.59934485,0.08978663,-0.32626233,0.06073109,0.05246377,-0.13365796,0.03541786,0.1662207,-0.047630712,0.05178322,-0.14855489,0.12433142,-0.91107225,-0.16664593,0.12628482,0.23373191,0.47181424,0.019695593,-0.0054004113,-0.10027599,0.12009567,0.010971571,-0.030910183,-0.008190139,-0.047354985,0.20515224,-0.08596542,-0.043982666,0.4566179,-0.027413337,0.181204099277311
cac2_bre2,-0.06933197,0.07782451,-0.13810891,-0.9596259,-0.028599275,-0.22360256,0.06550225,0.17370829,0.35950774,-0.20998849,0.12945749,0.12597717,-0.04143231,-0.046556298,-0.09428443,-0.052093543,-0.8900663,0.03610492,0.20235305,-0.6828678,-0.09897004,0.30808845,-0.27974412,-0.24668808,0.101411454,-0.087215535,-0.09857456,0.09129774,0.33370402,-0.354212,0.13645513,0.3551339,0.16421044,-0.110680856,0.6529924,0.09404052,-0.2795268,0.059099358,0.025417041,-0.12469658,0.037116677,0.14278407,-0.01812163,0.011029992,-0.1731018,0.099826366,-0.9303811,-0.21421535,0.120644875,0.21314786,0.5012427,0.020312129,-0.008990534,-0.08990804,0.119004786,0.015939973,-0.02968008,-0.023914946,-0.011791245,0.196155,-0.11590263,-0.030681945,0.385912,-0.009952745,0.3794309029684939
gapdh_htl1,-0.08428202,0.10727045,-0.10809371,-0.9378495,0.010901776,-0.18876955,0.0813929,0.28188124,0.4171117,-0.15397923,0.1601917,0.22594115,-0.024359737,-0.0017816926,-0.10627789,-0.07006446,-0.80359656,0.041115392,0.0894795,-0.5644883,-0.067693934,0.3359057,-0.39494556,-0.25763577,0.18005125,-0.09077195,-0.11245325,0.060065042,0.4677597,-0.50033283,0.20091459,0.4029956,0.24807303,-0.09808919,0.62581724,0.08920401,-0.18439414,0.028595345,0.042030517,-0.10831329,0.007726338,0.17430721,-0.036753174,0.055866804,-0.05501802,0.16654907,-0.9169117,-0.178063,0.19141756,0.2231308,0.4639393,0.02934256,-0.023398822,-0.08688384,0.09282008,0.010195243,-0.059365287,-0.051028576,-0.016125366,0.2432341,-0.15231399,-0.0357208,0.45365453,-0.04464871,0.2100657126831938
hos2_eaf5,-0.05637085,0.07719813,-0.15244319,-0.9537113,-0.027415264,-0.24700193,0.070267245,0.18746419,0.37321624,-0.19795737,0.11033766,0.1393656,-0.041071154,-0.028767964,-0.06928675,-0.06132158,-0.91457033,0.040407162,0.16994067,-0.6781455,-0.12123606,0.3061234,-0.28505957,-0.24948601,0.1061677,-0.10418093,-0.097029425,0.10575913,0.3386573,-0.3883416,0.15680571,0.33869722,0.1530211,-0.06482381,0.57905203,0.062121596,-0.31200168,0.06511447,0.037799787,-0.12035378,0.038268648,0.13349159,-0.058961384,0.040425986,-0.1434135,0.09550773,-0.9373184,-0.1889503,0.12163103,0.19797018,0.5449378,0.014876767,-0.009694868,-0.11041101,0.104090266,0.015481056,-0.05737228,-0.010456638,-0.033386115,0.20397829,-0.11520405,-0.03607433,0.40743792,-0.013533284,0.5653002275237287
hos1_eaf3,-0.037451908,0.063993014,-0.137136,-0.96411204,-0.037122894,-0.236447,0.058157872,0.15113497,0.36337996,-0.2056536,0.12053698,0.09972934,-0.037246734,0.00041364602,-0.07183571,-0.05344398,-0.9435033,0.03125213,0.20800924,-0.69576067,-0.11838077,0.29327485,-0.27164182,-0.2620073,0.090903,-0.09527837,-0.08687989,0.10739215,0.27114904,-0.34524873,0.12994494,0.33569235,0.14901789,-0.083842985,0.60834885,0.06218007,-0.36543474,0.08803117,0.014648541,-0.14722064,0.044337895,0.124653704,-0.04050402,0.06443574,-0.1960694,0.1016521,-0.9277695,-0.19184287,0.089918695,0.2131769,0.52005696,0.014511674,-0.008907244,-0.11390965,0.10639652,0.017822519,-0.04529266,-0.0029216735,-0.02480035,0.18196057,-0.092971005,-0.03753272,0.39897054,-0.0065845153,0.376064995512228
hat2_hat2,-0.023317548,0.08464709,-0.14113696,-0.9427944,-0.024531176,-0.33907703,0.07186013,0.16632426,0.32584924,-0.2815117,0.106215864,0.12888885,-0.028110353,-0.0641114,-0.09203605,-0.065904975,-0.9171795,0.03774036,0.23929232,-0.69819075,-0.08367339,0.28392497,-0.27241784,-0.250503,0.083343044,-0.09307256,-0.09561192,0.08839286,0.3552467,-0.37998393,0.13710006,0.33650908,0.1816823,-0.08951716,0.69000244,0.058993384,-0.3124217,0.083615564,0.037596013,-0.12801681,0.048797373,0.18593775,-0.038785793,-0.014812498,-0.21055134,0.1086281,-0.92758465,-0.2383453,0.12696554,0.20841725,0.45296592,0.026915643,-0.0026339754,-0.084639154,0.115955524,0.02018634,0.004199111,-0.018984402,-0.02120319,0.21316642,-0.15934153,-0.047590557,0.41227588,-0.020156506,0.2202207343117941
hat1_hat1,-0.06756097,0.08790784,-0.17562176,-0.95450157,-0.051743634,-0.2002506,0.07983608,0.16153914,0.4569582,-0.20135094,0.10700275,0.14376777,-0.0573351,0.0706637,-0.014538611,-0.05301808,-0.89966565,0.04547086,0.12798712,-0.5953578,-0.14241529,0.36739248,-0.27075127,-0.26692185,0.104249254,-0.07722043,-0.0847674,0.09612401,0.3909578,-0.44525272,0.12720275,0.360262,0.14094953,-0.06650332,0.54004616,0.090830125,-0.31616944,0.06743162,0.048736013,-0.15281625,0.02937751,0.1472937,-0.052227307,0.087497056,-0.10936642,0.08613335,-0.91059273,-0.23869026,0.102996565,0.2569699,0.5743402,0.012558526,-0.00766736,-0.11640706,0.09019723,0.0089847455,-0.101133436,-0.016848799,-0.010363794,0.26553595,-0.14457667,-0.035392113,0.48609847,0.022154106,0.2663214997262653
hhf2_eaf3,-0.07883119,0.055830438,-0.1271239,-0.9689157,-0.03582047,-0.1610618,0.043374743,0.15359505,0.30536938,-0.2024505,0.16653119,0.091554776,-0.052991156,0.01514743,-0.1279742,-0.063055344,-0.9234928,0.024769006,0.26828226,-0.67521,-0.08513051,0.27203223,-0.24764885,-0.22405997,0.051315434,-0.069893405,-0.10044637,0.09121688,0.22364408,-0.26478413,0.12932728,0.35223058,0.12834229,-0.0691471,0.7316245,0.028354777,-0.32188115,0.08195345,0.020100579,-0.12551202,0.05093192,0.10114788,-0.009831293,-0.0068533826,-0.3236533,0.06657249,-0.95711035,-0.3074109,0.107070945,0.20950711,0.5296524,0.024736896,0.005620908,-0.113151886,0.13887328,0.019252805,0.039200813,-0.055600934,-0.01848984,0.18515347,-0.08832574,-0.020599347,0.2863985,-0.015728306,0.2392515286045058
cac2_ies5,-0.049664218,0.09306415,-0.12039054,-0.94830817,-0.010536645,-0.2817677,0.0730987,0.18239893,0.3672091,-0.25356418,0.12188755,0.12174347,-0.033834428,-0.10319634,-0.061172403,-0.053498894,-0.90495545,0.034335855,0.14999835,-0.7034668,-0.07877754,0.30648798,-0.32233787,-0.24645941,0.103470534,-0.0698039,-0.08779321,0.09998867,0.37975755,-0.3769907,0.14274819,0.32324988,0.19586858,-0.109918244,0.67821056,0.088606745,-0.28951585,0.057607833,0.061385207,-0.12415868,0.034151636,0.17935221,-0.028309068,0.015140765,-0.17797667,0.10897983,-0.931685,-0.18095402,0.12483987,0.24092415,0.43349168,0.025611522,-0.005653846,-0.08060443,0.11377242,0.007955457,-0.0077032284,-0.03195848,-0.018766759,0.18115488,-0.11218844,-0.042703785,0.43400493,-0.022333317,0.1811093702756519
hat1_empty,-0.056435235,0.09327235,-0.16492547,-0.946848,-0.04526078,-0.19016977,0.08466137,0.17864175,0.44108662,-0.20380917,0.116173446,0.18855321,-0.047033325,0.06999365,-0.008989359,-0.04516965,-0.8708666,0.048404247,0.12196744,-0.6190244,-0.14643462,0.38453507,-0.29404682,-0.28437945,0.12426078,-0.07418507,-0.094111554,0.089482665,0.44903997,-0.49987143,0.13459708,0.35050216,0.16629629,-0.084811,0.52803904,0.122584485,-0.29149476,0.059843164,0.038188886,-0.15212959,0.022679755,0.17374022,-0.05049926,0.09601917,-0.075980626,0.10579105,-0.88638765,-0.23986588,0.11782528,0.23315376,0.5560039,0.01466886,-0.0117411455,-0.10651916,0.093163505,0.01005835,-0.100677006,-0.008628131,-0.0077259447,0.31039715,-0.16121855,-0.04072314,0.5174227,0.01454326,0.2511996995061405
cac2_rtt102,-0.04960313,0.0836834,-0.11231619,-0.9492965,-0.010270474,-0.24561511,0.06305857,0.16693932,0.32240683,-0.23591174,0.1346901,0.1267726,-0.034903903,-0.070260905,-0.11606761,-0.05439439,-0.900392,0.030004172,0.18268502,-0.69999444,-0.07124933,0.28901213,-0.3131275,-0.25054094,0.08891475,-0.07652041,-0.09764362,0.08155924,0.32867277,-0.35071063,0.1343237,0.34151766,0.18320295,-0.115695424,0.72808975,0.07969154,-0.2827549,0.06149199,0.03720759,-0.12316085,0.037021067,0.16662015,-0.021175474,0.001094347,-0.21583183,0.10862689,-0.9302184,-0.2077137,0.124604605,0.21639569,0.43285796,0.02624868,-0.0055670133,-0.08067329,0.12238986,0.012004001,0.0031926767,-0.037771415,-0.011782212,0.18708469,-0.11043196,-0.040052645,0.36723846,-0.0319287,0.2669522008227307
DAM_sfh1,-0.036481354,0.07389915,-0.14774184,-0.96232575,-0.035028443,-0.25909165,0.05654268,0.13032332,0.3803315,-0.19697718,0.13072807,0.09796005,-0.02596072,0.01928928,-0.08634931,-0.05848481,-0.93978655,0.0346827,0.22446638,-0.6848646,-0.10096875,0.29159513,-0.2578465,-0.25178516,0.09749858,-0.12971586,-0.11062173,0.08606013,0.24588303,-0.370739,0.12492219,0.40924132,0.15448676,-0.09362203,0.6624493,0.069695376,-0.31130135,0.08560735,-0.0019843522,-0.15789461,0.037003335,0.12302682,-0.0056651523,0.08863782,-0.1700332,0.112605475,-0.92739326,-0.22060667,0.09347714,0.24553442,0.47724685,0.018196851,-0.014860472,-0.08785032,0.095333084,0.023746558,-0.03901945,-0.013985409,0.011814168,0.17526022,-0.12840739,-0.027835969,0.37405446,-0.010898159,0.5232154444109448
